 ano_dados | id_deputado |                        nome                         |         eixo_maior          | votos_sim | votos_nao | abstencoes | votos_total 
      2026 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Seguranca                   |         8 |        15 |          0 |          23
      2023 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Social                      |        25 |        25 |          0 |          50
      2024 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Social                      |        20 |        21 |          0 |          41
      2025 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Social                      |        69 |        63 |          0 |         132
      2026 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Social                      |        14 |        13 |          0 |          27
      2023 |      220687 | MARCIO JOSE HONAISER                                | Ambiental e energetico      |         8 |         3 |          0 |          11
      2024 |      220687 | MARCIO JOSE HONAISER                                | Ambiental e energetico      |        18 |        14 |          0 |          32
      2025 |      220687 | MARCIO JOSE HONAISER                                | Ambiental e energetico      |        30 |        20 |          0 |          50
      2026 |      220687 | MARCIO JOSE HONAISER                                | Ambiental e energetico      |         6 |         7 |          0 |          13
      2023 |      220687 | MARCIO JOSE HONAISER                                | Cultura e sociedade         |         6 |         6 |          0 |          12
      2024 |      220687 | MARCIO JOSE HONAISER                                | Cultura e sociedade         |         0 |         3 |          0 |           3
      2025 |      220687 | MARCIO JOSE HONAISER                                | Cultura e sociedade         |        17 |        21 |          0 |          38
      2026 |      220687 | MARCIO JOSE HONAISER                                | Cultura e sociedade         |         8 |         2 |          0 |          10
      2023 |      220687 | MARCIO JOSE HONAISER                                | Economico                   |        63 |        45 |          0 |         108
      2024 |      220687 | MARCIO JOSE HONAISER                                | Economico                   |        46 |        49 |          0 |          95
      2025 |      220687 | MARCIO JOSE HONAISER                                | Economico                   |        58 |        44 |          0 |         102
      2026 |      220687 | MARCIO JOSE HONAISER                                | Economico                   |        19 |        15 |          2 |          36
      2023 |      220687 | MARCIO JOSE HONAISER                                | Infraestrutura e tecnologia |         8 |         7 |          0 |          15
      2024 |      220687 | MARCIO JOSE HONAISER                                | Infraestrutura e tecnologia |        12 |         6 |          0 |          18
      2025 |      220687 | MARCIO JOSE HONAISER                                | Infraestrutura e tecnologia |        12 |        11 |          0 |          23
      2026 |      220687 | MARCIO JOSE HONAISER                                | Infraestrutura e tecnologia |         2 |         1 |          0 |           3
      2023 |      220687 | MARCIO JOSE HONAISER                                | Institucional e juridico    |        22 |        20 |          0 |          42
      2024 |      220687 | MARCIO JOSE HONAISER                                | Institucional e juridico    |        23 |        22 |          0 |          45
      2025 |      220687 | MARCIO JOSE HONAISER                                | Institucional e juridico    |        67 |        50 |         10 |         127
      2026 |      220687 | MARCIO JOSE HONAISER                                | Institucional e juridico    |        18 |        11 |         10 |          39
      2023 |      220687 | MARCIO JOSE HONAISER                                | Internacional               |         1 |         6 |          0 |           7
      2024 |      220687 | MARCIO JOSE HONAISER                                | Internacional               |         2 |         4 |          0 |           6
